Face_response,Face_confidence,Face_Onset_Time,Face_Position,Noise_Number,Face_Size,Opacity,Direction_Report
1.0,4.0,0.018692994000957697,4.999999999999999,302.0,8.000000000000002,0.7,2
1.0,4.0,6.208473362999939,-4.999999999999999,44.0,9.0,0.5,1
1.0,1.0,13.33481731900065,4.999999999999999,235.0,7.000000000000001,0.3,1
1.0,1.0,20.314495918999455,-7.000000000000001,420.0,6.0,0.1,2
1.0,4.0,26.511438043000453,4.999999999999999,48.0,7.000000000000001,0.6,2
1.0,4.0,33.60278846999972,-7.000000000000001,110.0,6.0,0.4,1
1.0,1.0,39.59326957800113,-4.999999999999999,128.0,9.0,0.2,2
1.0,4.0,46.07101645900002,4.999999999999999,357.0,8.000000000000002,0.7,2
1.0,4.0,52.09007951800049,-4.999999999999999,127.0,9.0,0.5,1
1.0,1.0,58.705080722000275,4.999999999999999,286.0,8.000000000000002,0.3,2
1.0,1.0,64.49411217800116,4.999999999999999,93.0,8.000000000000002,0.1,2
1.0,4.0,71.53548330600097,-4.999999999999999,28.0,6.0,0.6,1
1.0,0.0,76.88812995199987,4.999999999999999,252.0,7.000000000000001,0.4,2
1.0,1.0,84.34293513400007,4.999999999999999,176.0,6.0,0.2,2
1.0,4.0,90.96340065299955,7.000000000000001,120.0,9.0,0.7,2
1.0,4.0,96.39870912799961,4.999999999999999,45.0,9.0,0.5,2
1.0,4.0,101.78238119200068,7.000000000000001,268.0,8.000000000000002,0.3,2
1.0,1.0,107.13599740800055,-4.999999999999999,175.0,9.0,0.1,1
1.0,4.0,113.36710613099967,-4.999999999999999,30.0,9.0,0.6,1
1.0,4.0,118.9042785950005,4.999999999999999,348.0,8.000000000000002,0.4,2
