Face_response,Face_confidence,Face_Onset_Time,Face_Position,Noise_Number,Face_Size,Opacity,Direction_Report
1.0,1.0,0.017607992000193917,7.000000000000001,121.0,6.0,0.1,1
1.0,4.0,6.098408673000449,7.000000000000001,77.0,6.0,0.7,2
1.0,1.0,11.09922104799989,7.000000000000001,57.0,7.000000000000001,0.2,2
1.0,1.0,17.563238828000067,-7.000000000000001,47.0,7.000000000000001,0.5,1
1.0,4.0,23.162974597000357,-4.999999999999999,316.0,7.000000000000001,0.6,1
1.0,1.0,29.28248702500059,-4.999999999999999,385.0,9.0,0.4,2
1.0,2.0,35.35981612100022,-4.999999999999999,293.0,8.000000000000002,0.3,1
1.0,3.0,40.5607591830003,4.999999999999999,357.0,6.0,0.1,1
1.0,4.0,45.925589334000506,4.999999999999999,145.0,7.000000000000001,0.7,2
1.0,1.0,51.33781882000039,4.999999999999999,425.0,8.000000000000002,0.2,1
1.0,4.0,57.98602065200066,4.999999999999999,198.0,8.000000000000002,0.5,2
1.0,4.0,62.97853528300038,-4.999999999999999,104.0,6.0,0.6,2
1.0,1.0,68.34551890700004,-4.999999999999999,50.0,9.0,0.4,1
1.0,2.0,73.6898460729999,7.000000000000001,198.0,7.000000000000001,0.3,1
1.0,2.0,79.2181528150004,4.999999999999999,400.0,6.0,0.1,1
1.0,1.0,84.49032714900022,-7.000000000000001,0.0,7.000000000000001,0.7,1
1.0,3.0,89.96024475500053,4.999999999999999,325.0,7.000000000000001,0.2,1
1.0,3.0,95.05318109900054,-7.000000000000001,392.0,7.000000000000001,0.5,1
1.0,4.0,101.01366386200061,-4.999999999999999,16.0,7.000000000000001,0.6,1
1.0,4.0,105.90710770700025,4.999999999999999,49.0,9.0,0.4,1
