Face_response,Face_confidence,Face_Onset_Time,Face_Position,Noise_Number,Face_Size,Opacity,Direction_Report
1.0,4.0,0.023998340000616736,-4.999999999999999,237.0,8.000000000000002,0.7,1
1.0,1.0,6.7919912390007084,4.999999999999999,350.0,8.000000000000002,0.2,0
1.0,1.0,14.473535243001606,7.000000000000001,263.0,8.000000000000002,0.1,0
1.0,1.0,22.204917094000848,-7.000000000000001,356.0,6.0,0.4,0
1.0,1.0,29.53800383700036,-4.999999999999999,62.0,8.000000000000002,0.3,0
1.0,1.0,37.10507194400088,-7.000000000000001,179.0,8.000000000000002,0.5,0
1.0,1.0,44.51141140100117,7.000000000000001,84.0,8.000000000000002,0.6,0
1.0,4.0,51.94006752000132,7.000000000000001,27.0,8.000000000000002,0.7,2
1.0,1.0,58.086074276001455,4.999999999999999,258.0,7.000000000000001,0.2,0
1.0,1.0,65.88131795400113,-7.000000000000001,132.0,8.000000000000002,0.1,0
1.0,1.0,73.11587779800175,7.000000000000001,127.0,6.0,0.4,0
1.0,1.0,80.62147839500176,-4.999999999999999,231.0,6.0,0.3,0
1.0,4.0,87.75695615400036,-4.999999999999999,402.0,7.000000000000001,0.5,1
1.0,4.0,93.28954318700016,4.999999999999999,331.0,7.000000000000001,0.6,2
1.0,4.0,98.77144900900021,-7.000000000000001,224.0,9.0,0.7,1
1.0,1.0,104.0538264600018,-4.999999999999999,405.0,7.000000000000001,0.2,0
1.0,1.0,111.34198035000009,7.000000000000001,363.0,8.000000000000002,0.1,0
1.0,1.0,118.63752777900118,4.999999999999999,148.0,6.0,0.4,0
1.0,1.0,125.74902816800022,-7.000000000000001,376.0,9.0,0.3,0
1.0,4.0,133.1814261160016,4.999999999999999,143.0,8.000000000000002,0.5,2
