Face_response,Face_confidence,Face_Onset_Time,Face_Position,Noise_Number,Face_Size,Opacity,Direction_Report
1.0,4.0,0.018632788996910676,7.000000000000001,181.0,7.000000000000001,0.6,1
1.0,2.0,4.1796414839991485,-4.999999999999999,257.0,8.000000000000002,0.2,1
1.0,2.0,8.55344008099928,-7.000000000000001,65.0,6.0,0.3,1
1.0,2.0,12.705131996997807,-7.000000000000001,377.0,8.000000000000002,0.4,1
1.0,1.0,16.834543584998755,7.000000000000001,271.0,9.0,0.1,1
1.0,4.0,20.985463158998755,4.999999999999999,286.0,6.0,0.7,2
1.0,4.0,25.12154137499965,4.999999999999999,31.0,8.000000000000002,0.5,2
1.0,4.0,29.217861952998646,4.999999999999999,201.0,9.0,0.6,2
1.0,3.0,33.393727789996774,7.000000000000001,63.0,6.0,0.2,2
1.0,3.0,37.45850119499664,7.000000000000001,327.0,6.0,0.3,2
1.0,4.0,41.4986550279973,-4.999999999999999,369.0,7.000000000000001,0.4,1
1.0,1.0,45.65740053499758,-7.000000000000001,292.0,8.000000000000002,0.1,1
1.0,4.0,49.84201641799882,4.999999999999999,78.0,6.0,0.7,2
1.0,4.0,54.474170280998806,-4.999999999999999,154.0,9.0,0.5,1
1.0,4.0,58.57755743699818,-4.999999999999999,121.0,6.0,0.6,1
1.0,3.0,62.873741417999554,7.000000000000001,71.0,9.0,0.2,2
1.0,4.0,67.19457175199932,-4.999999999999999,148.0,9.0,0.3,1
1.0,4.0,71.38528817399856,7.000000000000001,366.0,7.000000000000001,0.4,1
1.0,3.0,75.52161574499769,7.000000000000001,175.0,9.0,0.1,1
1.0,4.0,79.70639289399696,-4.999999999999999,319.0,9.0,0.7,1
