Face_response,Face_confidence,Face_Onset_Time,Face_Position,Noise_Number,Face_Size,Opacity,Direction_Report
1.0,4.0,0.025649029000305745,4.999999999999999,217.0,6.0,0.5,2
1.0,4.0,4.67943512400052,-7.000000000000001,76.0,6.0,0.6,1
1.0,2.0,9.65550901700044,4.999999999999999,84.0,9.0,0.3,1
1.0,1.0,14.335961595000299,-7.000000000000001,239.0,7.000000000000001,0.2,2
1.0,4.0,19.00237911900058,-4.999999999999999,378.0,8.000000000000002,0.4,1
1.0,1.0,23.70334736699988,-4.999999999999999,263.0,9.0,0.1,2
1.0,4.0,28.8963481159999,-7.000000000000001,425.0,8.000000000000002,0.7,1
1.0,4.0,33.65533427900027,-7.000000000000001,145.0,9.0,0.5,1
1.0,4.0,38.336700976999964,-4.999999999999999,345.0,7.000000000000001,0.6,1
1.0,4.0,43.03393090600002,4.999999999999999,291.0,8.000000000000002,0.3,2
1.0,2.0,48.86334768800043,-4.999999999999999,211.0,6.0,0.2,1
1.0,4.0,53.63065490200006,4.999999999999999,192.0,6.0,0.4,2
1.0,2.0,58.545547763000286,7.000000000000001,337.0,9.0,0.1,2
1.0,4.0,63.47012157500012,4.999999999999999,384.0,8.000000000000002,0.7,2
1.0,2.0,68.27162050000061,4.999999999999999,149.0,9.0,0.5,2
1.0,4.0,73.07135321199985,-4.999999999999999,75.0,7.000000000000001,0.6,1
1.0,4.0,77.8705388010003,-4.999999999999999,158.0,7.000000000000001,0.3,1
1.0,1.0,82.60732919400016,-4.999999999999999,127.0,8.000000000000002,0.2,2
1.0,4.0,87.4865005470001,-7.000000000000001,142.0,6.0,0.4,1
1.0,2.0,92.14988058500057,-7.000000000000001,253.0,9.0,0.1,2
