Face_response,Face_confidence,Face_Onset_Time,Face_Position,Noise_Number,Face_Size,Opacity,Direction_Report
1.0,4.0,0.01765153799988184,4.999999999999999,43.0,8.000000000000002,0.6,2
1.0,4.0,4.290698515999793,7.000000000000001,145.0,9.0,0.5,2
1.0,1.0,8.738613579999765,-7.000000000000001,25.0,7.000000000000001,0.3,2
1.0,1.0,12.969693172999541,4.999999999999999,221.0,8.000000000000002,0.1,2
1.0,4.0,17.81739615100014,-4.999999999999999,272.0,7.000000000000001,0.7,1
1.0,4.0,22.122832672000186,7.000000000000001,32.0,8.000000000000002,0.4,2
1.0,1.0,26.481425431999924,-4.999999999999999,70.0,6.0,0.2,1
1.0,4.0,30.760736135000116,-4.999999999999999,418.0,8.000000000000002,0.6,1
1.0,4.0,35.36829454100007,4.999999999999999,255.0,6.0,0.5,2
1.0,4.0,39.87273177499992,7.000000000000001,186.0,6.0,0.3,2
1.0,1.0,44.00836955500017,4.999999999999999,68.0,7.000000000000001,0.1,2
1.0,4.0,48.89744521600005,-4.999999999999999,346.0,8.000000000000002,0.7,1
1.0,2.0,53.29861599099968,-4.999999999999999,184.0,6.0,0.4,1
1.0,1.0,57.656844534999436,4.999999999999999,125.0,9.0,0.2,1
1.0,4.0,62.21687085099984,7.000000000000001,65.0,7.000000000000001,0.6,2
1.0,4.0,66.49663171500015,4.999999999999999,233.0,7.000000000000001,0.5,2
1.0,1.0,70.68083312699946,4.999999999999999,62.0,9.0,0.3,1
1.0,1.0,75.0166020759998,-4.999999999999999,284.0,7.000000000000001,0.1,1
1.0,1.0,79.40894833600032,-7.000000000000001,408.0,7.000000000000001,0.7,1
1.0,1.0,83.73755613399953,7.000000000000001,373.0,8.000000000000002,0.4,1
