Face_response,Face_confidence,Face_Onset_Time,Face_Position,Noise_Number,Face_Size,Opacity,Direction_Report
1.0,4.0,0.017893930999889562,-4.999999999999999,413.0,8.000000000000002,0.7,1
1.0,4.0,4.33086898900001,-7.000000000000001,272.0,9.0,0.4,1
1.0,4.0,8.851203123000232,-4.999999999999999,231.0,6.0,0.5,1
1.0,1.0,13.939091414999893,-7.000000000000001,415.0,9.0,0.2,1
1.0,1.0,18.514078975000302,4.999999999999999,44.0,9.0,0.1,1
1.0,1.0,23.154220946999885,-7.000000000000001,363.0,7.000000000000001,0.3,1
1.0,2.0,27.665999888000442,-4.999999999999999,288.0,7.000000000000001,0.6,1
1.0,4.0,32.026511562999985,7.000000000000001,147.0,8.000000000000002,0.7,2
1.0,4.0,36.882601911000165,7.000000000000001,317.0,9.0,0.4,2
1.0,4.0,41.39396417599983,4.999999999999999,115.0,6.0,0.5,2
1.0,4.0,46.794878687000164,-4.999999999999999,319.0,7.000000000000001,0.2,2
1.0,4.0,51.77067759300007,-7.000000000000001,401.0,8.000000000000002,0.1,2
1.0,4.0,56.58657806000065,4.999999999999999,381.0,9.0,0.3,2
1.0,4.0,61.130890876000194,4.999999999999999,336.0,6.0,0.6,2
1.0,4.0,66.3141902389998,-7.000000000000001,290.0,9.0,0.7,1
1.0,4.0,70.55377904600027,4.999999999999999,293.0,7.000000000000001,0.4,1
1.0,4.0,75.07383291800033,4.999999999999999,39.0,6.0,0.5,1
1.0,2.0,79.47451123200062,-7.000000000000001,34.0,7.000000000000001,0.2,1
1.0,1.0,84.27646245800042,7.000000000000001,7.0,6.0,0.1,1
1.0,1.0,89.78694538699983,-7.000000000000001,426.0,6.0,0.3,1
