Face_response,Face_confidence,Face_Onset_Time,Face_Position,Noise_Number,Face_Size,Opacity,Direction_Report
1.0,1.0,0.018468372989445925,-7.000000000000001,52.0,9.0,0.2,1
1.0,4.0,4.168918893992668,4.999999999999999,220.0,9.0,0.6,2
1.0,4.0,8.257771578995744,7.000000000000001,161.0,6.0,0.5,2
1.0,1.0,12.561804072000086,7.000000000000001,267.0,7.000000000000001,0.1,1
1.0,1.0,16.769271647994174,-7.000000000000001,75.0,7.000000000000001,0.3,1
1.0,4.0,20.970828702003928,-4.999999999999999,57.0,9.0,0.7,1
1.0,3.0,25.002215336979134,-4.999999999999999,23.0,8.000000000000002,0.4,2
1.0,2.0,29.186740270000882,7.000000000000001,382.0,6.0,0.2,1
1.0,4.0,33.46624260599492,7.000000000000001,343.0,6.0,0.6,2
1.0,4.0,37.71419487299863,7.000000000000001,6.0,9.0,0.5,2
1.0,2.0,41.834575407992816,7.000000000000001,139.0,6.0,0.1,2
1.0,2.0,45.970928335998906,4.999999999999999,91.0,9.0,0.3,2
1.0,4.0,50.232998385006795,4.999999999999999,399.0,6.0,0.7,2
1.0,4.0,54.40289337799186,4.999999999999999,367.0,8.000000000000002,0.4,2
1.0,1.0,58.49888649798231,4.999999999999999,260.0,9.0,0.2,2
1.0,4.0,62.747230059001595,-7.000000000000001,78.0,8.000000000000002,0.6,1
1.0,4.0,66.77813585300464,7.000000000000001,322.0,8.000000000000002,0.5,2
1.0,1.0,70.76434920998872,4.999999999999999,343.0,9.0,0.1,1
1.0,3.0,74.84257206899929,-4.999999999999999,394.0,7.000000000000001,0.3,1
1.0,4.0,78.9218914200028,-7.000000000000001,316.0,8.000000000000002,0.7,1
