Face_response,Face_confidence,Face_Onset_Time,Face_Position,Noise_Number,Face_Size,Opacity,Direction_Report
1.0,1.0,0.016881323999768938,-4.999999999999999,388.0,9.0,0.7,1
1.0,1.0,4.378190981999069,7.000000000000001,271.0,9.0,0.3,1
1.0,1.0,9.074149137999484,-4.999999999999999,237.0,9.0,0.1,1
1.0,4.0,13.842041218000304,7.000000000000001,12.0,6.0,0.6,2
1.0,1.0,18.169793655999456,-7.000000000000001,358.0,9.0,0.5,1
1.0,1.0,22.43343527199977,7.000000000000001,423.0,9.0,0.2,1
1.0,1.0,26.865119914999013,-7.000000000000001,83.0,8.000000000000002,0.4,1
1.0,2.0,31.354046966998794,-7.000000000000001,211.0,9.0,0.7,2
1.0,1.0,35.610458633000235,7.000000000000001,47.0,7.000000000000001,0.3,2
1.0,1.0,40.98678199599999,4.999999999999999,346.0,8.000000000000002,0.1,2
1.0,1.0,46.81768245799867,-7.000000000000001,407.0,9.0,0.6,2
1.0,1.0,51.19460327199886,4.999999999999999,125.0,6.0,0.5,2
1.0,1.0,55.59419012699982,-4.999999999999999,74.0,9.0,0.2,2
1.0,1.0,60.161687785999675,4.999999999999999,124.0,7.000000000000001,0.4,1
1.0,4.0,65.09000163499877,-4.999999999999999,181.0,7.000000000000001,0.7,1
1.0,1.0,69.40945610699964,4.999999999999999,57.0,8.000000000000002,0.3,1
1.0,1.0,74.14574790499864,4.999999999999999,315.0,8.000000000000002,0.1,1
1.0,4.0,78.37831876499877,-7.000000000000001,241.0,6.0,0.6,1
1.0,4.0,82.49027536599897,4.999999999999999,120.0,7.000000000000001,0.5,2
1.0,1.0,86.64249630700033,7.000000000000001,212.0,6.0,0.2,1
