Face_response,Face_confidence,Face_Onset_Time,Face_Position,Noise_Number,Face_Size,Opacity,Direction_Report
1.0,4.0,0.019620933999249246,-7.000000000000001,401.0,8.000000000000002,0.6,1
1.0,4.0,4.362215433999154,-7.000000000000001,22.0,9.0,0.3,1
1.0,4.0,8.69067505699968,7.000000000000001,41.0,7.000000000000001,0.1,1
1.0,4.0,13.02683162699941,7.000000000000001,109.0,6.0,0.2,1
1.0,4.0,17.33811601799971,7.000000000000001,400.0,7.000000000000001,0.7,2
1.0,1.0,21.673781493000206,-4.999999999999999,301.0,6.0,0.4,0
1.0,4.0,29.457824499999333,-4.999999999999999,210.0,6.0,0.5,1
1.0,4.0,34.433965271999114,4.999999999999999,319.0,6.0,0.6,2
1.0,4.0,38.89767154999936,-7.000000000000001,340.0,9.0,0.3,2
1.0,4.0,43.377521979999074,-4.999999999999999,211.0,6.0,0.1,2
1.0,1.0,48.06592112999897,4.999999999999999,173.0,6.0,0.2,1
1.0,4.0,52.98586017999878,-7.000000000000001,229.0,8.000000000000002,0.7,1
1.0,4.0,57.26583524899979,-4.999999999999999,427.0,7.000000000000001,0.4,1
1.0,4.0,61.529462425998645,-7.000000000000001,330.0,9.0,0.5,1
1.0,4.0,65.8095605439994,-7.000000000000001,111.0,8.000000000000002,0.6,1
1.0,4.0,70.09099339699969,7.000000000000001,247.0,6.0,0.3,1
1.0,4.0,74.40224077099992,7.000000000000001,57.0,7.000000000000001,0.1,1
1.0,4.0,78.67360957100027,4.999999999999999,24.0,6.0,0.2,1
1.0,4.0,82.89745832399967,7.000000000000001,43.0,9.0,0.7,2
1.0,4.0,87.29825743699985,4.999999999999999,48.0,6.0,0.4,2
