Face_response,Face_confidence,Face_Onset_Time,Face_Position,Noise_Number,Face_Size,Opacity,Direction_Report
1.0,3.0,0.01787809100096638,-4.999999999999999,193.0,9.0,0.6,1
1.0,4.0,5.321883669001181,4.999999999999999,75.0,9.0,0.7,2
1.0,3.0,9.947192311001345,4.999999999999999,172.0,9.0,0.4,1
1.0,3.0,15.058317508999608,-7.000000000000001,93.0,9.0,0.5,1
1.0,3.0,19.754731602000902,4.999999999999999,365.0,6.0,0.3,1
1.0,3.0,24.434398344999863,-4.999999999999999,304.0,7.000000000000001,0.2,1
1.0,4.0,29.529516908000005,-7.000000000000001,372.0,7.000000000000001,0.1,2
1.0,4.0,34.305977091000386,7.000000000000001,231.0,9.0,0.6,2
1.0,4.0,38.794256529999984,4.999999999999999,110.0,9.0,0.7,2
1.0,4.0,43.25012757799959,-4.999999999999999,204.0,7.000000000000001,0.4,1
1.0,4.0,48.08239357900129,-4.999999999999999,395.0,6.0,0.5,1
1.0,4.0,52.53811758700067,-4.999999999999999,207.0,8.000000000000002,0.3,1
1.0,4.0,57.01180571800069,4.999999999999999,248.0,6.0,0.2,1
1.0,3.0,61.682569071001126,-7.000000000000001,174.0,9.0,0.1,1
1.0,4.0,66.37886525700014,-7.000000000000001,185.0,6.0,0.6,1
1.0,4.0,70.75382126800105,-4.999999999999999,410.0,9.0,0.7,1
1.0,3.0,76.0666892879999,7.000000000000001,40.0,9.0,0.4,1
1.0,4.0,80.88248914799988,7.000000000000001,220.0,9.0,0.5,2
1.0,1.0,85.29050984199966,7.000000000000001,81.0,6.0,0.3,1
1.0,2.0,90.97892084500018,4.999999999999999,97.0,8.000000000000002,0.2,1
