Face_response,Face_confidence,Face_Onset_Time,Face_Position,Noise_Number,Face_Size,Opacity,Direction_Report
1.0,4.0,0.013966956999865943,-7.000000000000001,213.0,7.000000000000001,0.7,1
1.0,3.0,4.9683099949997995,-7.000000000000001,411.0,8.000000000000002,0.6,1
1.0,2.0,10.945979482999974,7.000000000000001,340.0,8.000000000000002,0.2,1
1.0,4.0,17.160824110998874,-4.999999999999999,159.0,6.0,0.5,1
1.0,2.0,22.144608616999903,4.999999999999999,380.0,6.0,0.1,1
1.0,2.0,28.24853376899955,-7.000000000000001,328.0,9.0,0.4,1
1.0,2.0,33.37598313699891,-7.000000000000001,279.0,7.000000000000001,0.3,1
1.0,4.0,39.84210396100025,7.000000000000001,274.0,8.000000000000002,0.7,2
1.0,4.0,45.20079345399972,-4.999999999999999,371.0,6.0,0.6,1
1.0,2.0,49.84856913600015,4.999999999999999,301.0,9.0,0.2,1
1.0,4.0,55.920388897999146,-7.000000000000001,342.0,8.000000000000002,0.5,1
1.0,2.0,60.55269848599892,-4.999999999999999,287.0,7.000000000000001,0.1,2
1.0,1.0,66.64999080800044,4.999999999999999,89.0,8.000000000000002,0.4,1
1.0,3.0,71.92053578500054,-4.999999999999999,255.0,8.000000000000002,0.3,2
1.0,4.0,77.81670786599898,-7.000000000000001,151.0,6.0,0.7,1
1.0,4.0,82.9608486699999,7.000000000000001,247.0,7.000000000000001,0.6,2
1.0,2.0,88.72918961200048,7.000000000000001,13.0,7.000000000000001,0.2,1
1.0,3.0,94.58436803199947,7.000000000000001,149.0,7.000000000000001,0.5,2
1.0,2.0,99.75196587499886,7.000000000000001,309.0,8.000000000000002,0.1,1
1.0,3.0,104.80038248799974,4.999999999999999,74.0,7.000000000000001,0.4,1
