Face_response,Face_confidence,Face_Onset_Time,Face_Position,Noise_Number,Face_Size,Opacity,Direction_Report
1.0,4.0,0.019560103999538114,4.999999999999999,316.0,7.000000000000001,0.7,2
1.0,3.0,4.53017500200076,-7.000000000000001,28.0,9.0,0.5,1
1.0,3.0,8.954037292000066,7.000000000000001,155.0,8.000000000000002,0.2,1
1.0,4.0,13.682153281000865,-4.999999999999999,329.0,9.0,0.6,1
1.0,4.0,18.13104153399945,-4.999999999999999,67.0,7.000000000000001,0.3,1
1.0,4.0,22.81786004800051,7.000000000000001,215.0,8.000000000000002,0.1,1
1.0,4.0,27.345936031000747,-7.000000000000001,395.0,7.000000000000001,0.4,1
1.0,4.0,31.80204086699996,-4.999999999999999,212.0,8.000000000000002,0.7,1
1.0,4.0,36.36919043799935,4.999999999999999,330.0,9.0,0.5,2
1.0,4.0,40.858335021999665,4.999999999999999,340.0,6.0,0.2,2
1.0,4.0,45.25035058300091,-7.000000000000001,70.0,9.0,0.6,1
1.0,4.0,50.22545179299959,4.999999999999999,148.0,8.000000000000002,0.3,1
1.0,4.0,54.672844472999714,7.000000000000001,287.0,6.0,0.1,1
1.0,4.0,59.233391550000306,-4.999999999999999,12.0,8.000000000000002,0.4,1
1.0,4.0,63.83437974300068,4.999999999999999,75.0,7.000000000000001,0.7,2
1.0,4.0,68.1778047429998,4.999999999999999,197.0,6.0,0.5,2
1.0,4.0,72.4740301260008,7.000000000000001,6.0,9.0,0.2,2
1.0,4.0,76.99349610799982,-7.000000000000001,105.0,9.0,0.6,2
1.0,4.0,81.27303406200008,7.000000000000001,394.0,7.000000000000001,0.3,2
1.0,4.0,85.78660640599992,-4.999999999999999,3.0,9.0,0.1,2
