"","Face_response","Face_confidence","Face_Onset_Time","Face_Position","Noise_Number","Face_Size","Opacity","Direction_Report","subnumber","block_number"
"899",1,4,77.9539937910013,-7,234,6,0.5,1,"7MPV3",2
"900",1,4,82.0837533430022,-5,175,8,0.7,1,"7MPV3",2
"901",1,4,0.0203868809912819,-7,68,9,0.7,1,"7MPV3",3
"902",1,1,4.258137479992,5,262,7,0.3,2,"7MPV3",3
"903",1,4,9.57077345400467,-5,7,6,0.4,1,"7MPV3",3
"904",1,4,13.6746018749982,-5,404,7,0.5,1,"7MPV3",3
"905",1,1,17.8748268000054,-7,197,6,0.1,1,"7MPV3",3
"906",1,1,22.3470669349917,7,141,9,0.2,2,"7MPV3",3
"907",1,4,26.9630026759987,7,421,7,0.6,2,"7MPV3",3
"908",1,4,31.1790297639964,5,212,6,0.7,2,"7MPV3",3
"909",1,1,35.4119333300041,7,194,8,0.3,2,"7MPV3",3
"910",1,3,39.5227308820031,-7,16,7,0.4,1,"7MPV3",3
"911",1,3,43.9705983989988,7,310,8,0.5,2,"7MPV3",3
"912",1,2,48.134738298002,-7,226,9,0.1,1,"7MPV3",3
"913",1,1,52.4027569869941,-7,60,7,0.2,1,"7MPV3",3
"914",1,4,57.2665169459942,5,289,7,0.6,2,"7MPV3",3
"915",1,4,61.6178867400013,-5,190,6,0.7,1,"7MPV3",3
"916",1,2,65.9220345829963,-7,12,6,0.3,2,"7MPV3",3
"917",1,4,70.1770504640008,5,366,7,0.4,2,"7MPV3",3
"918",1,4,74.4744752270053,5,36,9,0.5,2,"7MPV3",3
"919",1,1,78.7001089289988,7,334,9,0.1,2,"7MPV3",3
"920",1,1,82.8830819400027,-7,285,7,0.2,2,"7MPV3",3
"921",1,2,0.0198936950037023,-7,233,9,0.2,2,"7MPV3",4
"922",1,1,4.14942755400261,-7,49,8,0.4,1,"7MPV3",4
"923",1,4,8.37726104400645,7,57,6,0.5,2,"7MPV3",4
"924",1,4,12.5871042440122,5,120,6,0.1,2,"7MPV3",4
"925",1,4,16.7148782740114,-5,428,8,0.6,1,"7MPV3",4
"926",1,2,21.5780497730011,5,359,6,0.3,2,"7MPV3",4
"927",1,4,25.8340340240102,5,273,8,0.7,2,"7MPV3",4
"928",1,1,29.9776252860029,5,375,6,0.2,2,"7MPV3",4
"929",1,1,34.4898877280066,-7,230,9,0.4,2,"7MPV3",4
"930",1,4,38.6579595229996,-5,64,8,0.5,1,"7MPV3",4
"931",1,1,42.9778883730032,5,8,6,0.1,1,"7MPV3",4
"932",1,4,47.1968859930057,7,100,9,0.6,2,"7MPV3",4
"933",1,1,51.2824292510049,7,48,7,0.3,1,"7MPV3",4
"934",1,4,55.7460527680087,-5,168,7,0.7,1,"7MPV3",4
"935",1,2,59.9056584600039,7,86,9,0.2,1,"7MPV3",4
"936",1,3,64.0740678850125,7,297,7,0.4,2,"7MPV3",4
"937",1,1,68.195004942012,-5,142,8,0.5,1,"7MPV3",4
"938",1,1,72.4103388479998,7,216,7,0.1,2,"7MPV3",4
"939",1,2,78.0819273380039,7,409,7,0.6,2,"7MPV3",4
"940",1,2,82.243051108002,-5,213,9,0.3,1,"7MPV3",4
"941",1,4,0.0194911620055791,5,378,9,0.5,2,"7MPV3",5
"942",1,4,4.47445776600216,-7,20,6,0.6,1,"7MPV3",5
"943",1,2,8.88354254199658,5,56,7,0.2,1,"7MPV3",5
"944",1,2,13.018285883998,7,34,9,0.1,2,"7MPV3",5
"945",1,1,17.1694918550056,7,344,7,0.3,2,"7MPV3",5
"946",1,4,21.2735343509994,5,380,6,0.7,2,"7MPV3",5
"947",1,3,25.3374418099993,5,27,8,0.4,2,"7MPV3",5
"948",1,4,29.4565449719958,5,203,6,0.5,2,"7MPV3",5
"949",1,4,33.6653775279992,-7,261,9,0.6,1,"7MPV3",5
"950",1,1,37.8411588739982,5,262,6,0.2,1,"7MPV3",5
"951",1,2,42.7303916219971,7,381,9,0.1,2,"7MPV3",5
"952",1,1,46.9378644630051,-5,406,7,0.3,2,"7MPV3",5
"953",1,4,51.153606849999,-7,0,7,0.7,1,"7MPV3",5
"954",1,3,55.2734826910018,5,243,7,0.4,2,"7MPV3",5
"955",1,4,59.3160271140077,-5,217,8,0.5,1,"7MPV3",5
"956",1,4,63.4495704059955,-5,403,6,0.6,1,"7MPV3",5
"957",1,2,67.5862528980069,7,111,8,0.2,1,"7MPV3",5
"958",1,1,72.5534013569995,-7,345,9,0.1,2,"7MPV3",5
"959",1,1,77.0975372829998,5,193,7,0.3,2,"7MPV3",5
"960",1,4,81.2412472669967,-5,56,9,0.7,1,"7MPV3",5
"961",1,1,0.0185818690079032,5,379,8,0.1,1,"7MPV3",6
"962",1,4,4.11420006401022,-7,131,6,0.7,1,"7MPV3",6
"963",1,2,8.28304433501035,-7,291,8,0.3,1,"7MPV3",6
"964",1,4,12.3871301410109,5,76,6,0.6,2,"7MPV3",6
"965",1,4,16.481661665006,-7,217,6,0.4,1,"7MPV3",6
"966",1,2,20.7946443920082,-7,278,6,0.5,1,"7MPV3",6
"967",1,1,25.1702079230017,5,163,7,0.2,1,"7MPV3",6
"968",1,2,29.6181178210099,7,428,8,0.1,1,"7MPV3",6
"969",1,4,33.9140786760108,7,37,9,0.7,2,"7MPV3",6
"970",1,3,38.2104035320081,5,157,9,0.3,2,"7MPV3",6
"971",1,4,42.4583275840123,-7,146,8,0.6,1,"7MPV3",6
"972",1,2,46.5869956910028,-5,27,8,0.4,1,"7MPV3",6
"973",1,4,50.7780078950018,5,392,7,0.5,2,"7MPV3",6
"974",1,2,54.9783137430059,5,25,9,0.2,2,"7MPV3",6
"975",1,1,59.1142612780095,-5,162,8,0.1,2,"7MPV3",6
"976",1,4,63.243008881007,-5,147,8,0.7,1,"7MPV3",6
"977",1,2,67.5616404210014,5,163,6,0.3,2,"7MPV3",6
"978",1,4,71.7778847610025,5,161,7,0.6,2,"7MPV3",6
"979",1,4,76.698464977002,-5,244,6,0.4,1,"7MPV3",6
"980",1,4,81.075029701009,7,375,8,0.5,2,"7MPV3",6
"981",1,1,0.0114380049926694,5,308,9,0.3,1,"8MPV3",0
"982",1,4,5.57343191299879,-7,309,6,0.4,1,"8MPV3",0
"983",1,1,10.5357551749912,7,314,9,0.2,2,"8MPV3",0
"984",1,4,17.2568766049953,-5,24,7,0.7,1,"8MPV3",0
"985",1,4,22.2008508519939,5,211,7,0.6,2,"8MPV3",0
"986",1,2,26.9604563140019,7,337,9,0.1,1,"8MPV3",0
"987",1,4,32.5039851820038,-7,359,8,0.5,1,"8MPV3",0
"988",1,4,37.4089553329977,-5,12,6,0.3,1,"8MPV3",0
"989",1,4,42.3197818780027,5,393,8,0.4,2,"8MPV3",0
"990",1,2,47.1207614860032,-7,14,7,0.2,2,"8MPV3",0
"991",1,4,53.2406996270001,-5,89,6,0.7,1,"8MPV3",0
"992",1,4,58.0266328519938,-5,84,6,0.6,1,"8MPV3",0
