Realface_response,Realface_confidence,Realface_Image_Onset_Time,RealFace_Image_Response_Time,Hallucination_response,Hallucination_confidence,Noise_Onset_Time,Hallucination_Response_Time,ConfidenceScreen_Onset,Face_Position,Noise_Number,Face_Size
0.0,,131.43480643202201,0.0,90.0,90.0,0.0,0.0,0.0,-7.000000000000001,430.0,8.000000000000002
0.0,,134.04155634800554,0.0,90.0,90.0,0.0,0.0,0.0,-7.000000000000001,162.0,6.0
80.0,80.0,0.0,0.0,0.0,,136.61658259300748,0.0,0.0,0.0,69.0,0.0
0.0,,139.1522998700093,0.0,90.0,90.0,0.0,0.0,0.0,-7.000000000000001,407.0,6.0
80.0,80.0,0.0,0.0,0.0,,141.73045916500269,0.0,0.0,0.0,315.0,0.0
80.0,80.0,0.0,0.0,0.0,,144.2714045290195,0.0,0.0,0.0,416.0,0.0
80.0,80.0,0.0,0.0,0.0,,146.82940645201597,0.0,0.0,0.0,201.0,0.0
80.0,80.0,0.0,0.0,1.0,3.0,149.3940619570203,151.05100792102166,151.06903694701032,0.0,149.0,0.0
0.0,,152.1750715500093,0.0,90.0,90.0,0.0,0.0,0.0,-7.000000000000001,409.0,8.000000000000002
80.0,80.0,0.0,0.0,0.0,,154.73636758100474,0.0,0.0,0.0,429.0,0.0
80.0,80.0,0.0,0.0,0.0,,157.3028800940083,0.0,0.0,0.0,306.0,0.0
80.0,80.0,0.0,0.0,0.0,,159.86023625000962,0.0,0.0,0.0,298.0,0.0
80.0,80.0,0.0,0.0,0.0,,162.41734591600834,0.0,0.0,0.0,320.0,0.0
0.0,,164.94526221000706,0.0,90.0,90.0,0.0,0.0,0.0,-7.000000000000001,283.0,8.000000000000002
80.0,80.0,0.0,0.0,0.0,,167.52877635101322,0.0,0.0,0.0,418.0,0.0
80.0,80.0,0.0,0.0,0.0,,170.03425154302386,0.0,0.0,0.0,403.0,0.0
80.0,80.0,0.0,0.0,0.0,,172.55016934100422,0.0,0.0,0.0,219.0,0.0
0.0,,175.0834250980115,0.0,90.0,90.0,0.0,0.0,0.0,4.999999999999999,160.0,8.000000000000002
80.0,80.0,0.0,0.0,0.0,,177.59367191800266,0.0,0.0,0.0,272.0,0.0
80.0,80.0,0.0,0.0,1.0,3.0,180.0947143320227,181.3202090660052,181.3378671410028,0.0,129.0,0.0
80.0,80.0,0.0,0.0,0.0,,182.67429414502112,0.0,0.0,0.0,39.0,0.0
0.0,,185.20837114899768,0.0,90.0,90.0,0.0,0.0,0.0,-4.999999999999999,214.0,8.000000000000002
0.0,,187.8613852680137,0.0,90.0,90.0,0.0,0.0,0.0,4.999999999999999,94.0,7.000000000000001
